,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes,fold
428,4,76,1,C7,Ab,F-7,"81,80,78,75,72",10
429,4,77,1,Eb7,F-7,F7,"79,84,79,77,75,77,75,72,75,72,79,84,87",10
430,4,79,1,Bb7,C7,C7,91,10
431,4,80,1,C7,Eb7,Eb7,"91,91",10
432,4,81,1,F7,F7,F-7,,10
433,4,82,1,Bb7,Bb7,Bb-7,87,10
434,4,83,1,Db6,Eb7,Eb7,"85,83,82,80,81,80,78,79,80,78,79,75",10
435,4,85,1,Bb-7,Bb7,G-7,"77,79,77,73,77,76,72,75,74",10
436,4,86,1,Eb7,Eb7,Eb7,"73,65,68,72",10
437,4,87,1,Abmaj7,Ab,Abmaj7,"75,72,67,65,63,60,67",10
438,4,89,1,Ab7,F7,Db7,"70,67,68,63",10
439,4,90,1,Adim7,Db7,Db7,,10
440,4,91,1,Eb6,Eb7,Eb7,"66,67,70,74,77,70",10
441,4,92,1,C7,C7,Bb-7,"74,77,79,77,74,76,72",10
442,4,93,1,F7,F-7,F7,"75,72,79,84,79,72",10
443,4,94,1,Bb7,Bb7,Bb7,"75,72,79,82,79,77",10
444,4,95,1,Eb6,Eb7,Eb7,"75,70,75,77,75,74,77,75,66,70,74,77,76,74",10
445,4,97,1,F7,Bb7,Db7,"75,69,74,75,79",10
446,4,98,1,Bb7,Bb7,Bb7,"78,74",10
447,4,99,1,Eb6,Eb7,Eb7,"77,79,77,74,76,79,76,74,75,70,67,68,70,75,79,82",10
448,4,101,1,Bb-7,Ab,Db7,,10
449,4,102,1,Eb7,Eb7,Eb7,"85,84,83,81",10
450,4,103,1,Abmaj7,Ab,Ab,"84,82,80,82,80",10
451,4,105,1,Ab6,F7,Db7,"78,77,75,77,75,77",10
452,4,106,1,Db7,Bb7,Bb7,,10
453,4,107,1,Eb6,Gb7,Bb7,"75,79",10
454,4,108,1,C7,Ab,Ab7,"82,79,82,86",10
455,4,109,1,F7,F-7,F7,"84,87,85,84,83,86,84,79,77,75",10
456,4,111,1,Bb7,Bb7,Bb7,"79,72,75,74,70",10
457,4,112,1,C7,Eb7,Bb-7,"72,77,75",10
458,4,113,1,F7,F7,F7,"79,72,75",10
459,4,114,1,Bb7,Bb7,Bb7,"78,79,80,81,82,75,78,79",10
460,4,115,1,Eb6,Eb7,Eb7,"75,77,75,73,70,73,75,70",10
461,4,117,1,Bb-7,Bb7,Db7,"73,77,72,75",10
462,4,118,1,Eb7,Eb7,Eb7,"73,65,68,72",10
463,4,119,1,Abmaj7,Ab,Ab,"75,68,72,75,77,75,72",10
464,4,121,1,Ab7,F7,Db7,75,10
465,4,122,1,Adim7,Db7,Db7,"68,71,75",10
466,4,123,1,Eb6,Eb7,Eb7,"67,70,74,77,74",10
467,4,124,1,C7,C7,Db7,"77,79,77,76,72,75",10
468,4,125,1,F7,F-7,F7,"78,79,75",10
469,4,126,1,Bb7,Bb7,Bb7,"78,79,80,79,75,79,75,73,75",10
470,4,127,1,Eb6,Eb7,Eb7,,10
471,5,2,1,Ab6,Bb7,Db7,"53,56,60,63",2
472,5,3,1,Ab-6,Db7,Db7,"63,65,67,65,67,66",2
473,5,4,1,Ab-6,Ab,Ab,"65,63,59",2
474,5,4,3,Db7,Ab,Ab,"56,55,53",2
475,5,5,1,Eb,Ab,Gb7,"54,55,58,60,58,63",2
476,5,5,3,F-7,Ab,Db7,63,2
477,5,6,1,G-7,Bb7,Bb7,"62,67",2
478,5,6,3,C7,C7,C7,"62,58,55,61",2
479,5,7,1,F-7,F-7,F-7,"60,63,60,56,58",2
480,5,7,4,Edim7,Bb-7,Bb-7,"55,56,55",2
481,5,8,1,F-7,Eb-7,F-7,"54,53,55,53,52",2
482,5,9,1,Bb7,Bb7,Bb-7,"53,58,56,58",2
483,5,9,3,Bbdim,Eb-7,Ebmaj7,,2
484,5,10,1,F-7,Eb7,Bb-7,"51,50,58,56",2
485,5,10,3,Bb7,Bb-7,Bb-7,"62,61,59,58,56,54,56,58,56,61",2
486,5,11,1,Ebmaj7,Eb-7,Ebmaj7,"58,55,57,60,55,58,60",2
487,5,12,1,G-7,Eb-7,Ab7,"58,60,58",2
488,5,12,3,C-7,C7,C7,"58,63,65,61,62,58",2
489,5,13,1,F7,F-7,F7,"60,63,65,63,65,67,65,63,60",2
490,5,14,1,C-7,Bb-7,Bb-7,"62,66,67",2
491,5,14,3,F7,F-7,F7,"62,58,61,67,61",2
492,5,15,1,Bb7,Bb-7,Bb-7,58,2
493,5,15,3,Bbsus47,Bb-7,Ebmaj7,"58,59,60,65,59",2
494,5,16,1,Bbdim7,Eb7,Bb-7,"57,58",2
495,5,16,3,Bb7,Eb7,Bb-7,,2
496,5,16,4,Eb7#5,Eb-7,Ebmaj7,"62,63,64",2
497,5,17,1,Ab6,Ab7,Cm7b5,"63,65,63,60,55,56",2
498,5,18,1,Ab6,Db7,Db7,"53,56,60,63",2
499,5,19,1,Ab-6,Db7,G-7,"60,68,70,68,70,68,70,68,66,68,66",2
500,5,20,1,Ab-6,Db7,Bb-7,"63,61,63",2
501,5,20,3,Db7,Db7,Bb-7,"56,60,63,66,63,68,66",2
502,5,21,1,Eb,C7,Bb-7,"63,62,65,67,70,67,70",2
503,5,22,1,G-7,C7,F-7,"67,70,74,74,67",2
504,5,22,3,C7,C7,C7,"70,72,70,72,73",2
505,5,23,1,F-7,F-7,F-7,"72,75,72",2
506,5,23,4,Edim,Bb7,Bb7,"68,70,67,68",2
507,5,24,1,F-7,F-7,F-7,"65,67,65,64,67,65,64",2
508,5,25,1,Ab-7,Bb7,Bb-7,"65,68,70,69,63,68",2
509,5,26,1,Db7,Db7,Db7,"70,68,73,70,68,66,63,58,56",2
510,5,27,1,Ebmaj7,Bb-7,Eb7,"55,58",2
511,5,27,3,C-7,Eb-7,A-7,"63,67,68,70,74",2
512,5,28,1,G-7,F-7,F7,"77,74",2
513,5,28,3,C7,C7,C7,"71,73,72,72",2
514,5,29,1,F-7,F-7,F-7,"75,72,68,70,67,68",2
515,5,30,1,Bb7,Bb7,Bb7,"67,69,70,66,67,68,67,63,58,56,58,56",2
516,5,31,1,Eb6,Eb-7,Ebmaj7,"54,55,55,57,63,58,61,63,58,56,63",2
517,5,32,1,Bb-7,F-7,Db7,"55,55,56,58,54,55,57",2
518,5,32,3,Eb7,Eb7,Eb7,"61,65,64,62,63,61,63,62,61,62,65,68,72,70,71,67,63,62",2
519,5,33,1,Ab6,Ab7,Abmaj7,"61,65,64,60,63,63,65,66",2
520,5,34,1,Ab6,Db7,G-7,"65,63,63,68,70,71,72,68,63,70,68,68",2
521,5,35,1,Ab-6,Db7,Db7,"71,70,68,71,70,68,75",2
522,5,36,1,Ab-6,Db7,Db7,73,2
523,5,36,3,Db7,Db7,Bb-7,"71,73,70,72,70,68,70,68",2
524,5,37,1,Eb,C7,C-7,"70,66,67,58,60,63,65,67",2
525,5,38,1,G-7,C7,F-7,"70,74,70,74",2
526,5,38,3,C7,C7,C7,"65,67,70,72,70,72,73",2
527,5,39,1,F-7,F-7,F-7,"72,65,65,60",2
528,5,39,4,Edim7,Bb7,Bb-7,"64,72",2
529,5,40,1,F-7,Eb-7,F-7,"60,67,68,67,65,67,60,62",2
530,5,41,1,Bb7,Bb7,Db7,"58,62,61,62,65",2
531,5,41,3,Bbdim,Eb-7,Ebmaj7,"58,60,63,67",2
532,5,42,1,F-7,Eb-7,A-7,"70,68,60,60,67,68,67",2
533,5,42,3,Bb7,Bb7,Bb-7,"66,62,58,56,58",2
534,5,43,1,Eb,Eb-7,Ebmaj7,"58,60,62,65,62,63,62,67,68,70,66,67,68,70,74,72,74,72,70,67,62,58",2
535,5,44,1,C-7,Ab7,D7,"65,70,65",2
536,5,44,3,G-7,F-7,Bb-7,"67,68,65,63,64,67,70,73,72,71,72,74,79,76,77",2
537,5,45,1,F7,C7,C7,"84,79,77,77,75",2
538,5,46,1,C-7,F-7,Bb-7,"74,76,74,72,74,79",2
539,5,46,3,F7,F-7,F7,"73,74,72,74,72,75",2
540,5,47,1,Bb7,F-7,Bb-7,"72,68,65",2
541,5,47,3,Bbsus47,Bb-7,Ebmaj7,"73,74",2
542,5,48,1,Bbdim7,Eb7,G-7,"72,68,67",2
543,5,48,3,Bb7,Eb-7,Bb-7,"70,72,70,68,70,66,62,58,56,60,55,58",2
544,5,49,1,Ab6,Eb-7,Ebmaj7,"56,60,63,68,72,73,72,68,70,72,68,63",2
545,5,50,1,Ab6,Db7,Db7,"63,68,70,70,68,70,72,75",2
546,5,51,1,Ab-6,Db7,Db7,"63,68,63,68,70,70,72,70,68,70,72,70",2
547,5,52,1,Ab-6,Db7,Bb-7,"68,68,71,75",2
548,5,52,3,Db7,Db7,Bb-7,"73,72,71,70",2
549,5,53,1,Eb6,C7,Eb7,"67,70,72,67,70,67,65,70",2
550,5,54,1,G-7,F-7,C-7,"62,63",2
551,5,54,3,C7,C7,C7,"62,64,65,63,64",2
552,5,55,1,F-7,F-7,F-7,"65,68,71,72,70,67,64,61",2
553,5,56,1,F-7,Bb7,Bb-7,"60,62,67,68,67,65,64,67,64,65,67",2
554,5,57,1,Ab-7,Bb7,Bb-7,"65,68,70,69",2
555,5,58,1,Db7,Db7,Db7,"68,67,65,66,65,63,61,63,61,60,58,57,56,60,55,53,58,55,56,58,61,59",2
556,5,59,1,Ebmaj7,C7,Eb7,"58,56,55,60,53,60,51",2
557,5,59,3,C-7,F-7,C-7,"58,56,60,63,65,63,67,70,74,70",2
558,5,60,1,G-7,F-7,F7,"70,74,77",2
559,5,60,3,C7,C7,C7,"79,80",2
560,5,61,1,F-7,F-7,F-7,"79,75,75,84",2
561,5,62,1,Bb7,Bb7,Bb-7,"82,80,77,78,75,72,73",2
562,5,63,1,Ebmaj7,Ebmaj7,Bb-7,"70,72,70,68,66,67,62,58,56,58,54,55,63",2
563,5,64,1,Bb-7,F-7,Ab7,"58,63,61,63,58,61",2
564,5,64,3,Eb7,Eb7,Eb7,"63,61,63,58,61,63,72,70,71,72",2
565,5,65,1,Ab6,Ab7,Ab6,"70,72,68,63,63",2
566,5,66,1,Ab6,Db7,G-7,,2
567,6,1,1,Ab6,Ab7,Ab7,"68,72,68,68,70,72,70,68,72",2
568,6,2,1,Ab6,Eb7,Eb-7,"63,68,72,68,63,63,68,68,68,70,72",2
569,6,3,1,Ab-6,Eb7,Eb-7,"63,63,68,68,68,70,71,70,68,70,72,70,68",2
570,6,4,1,Db7,Eb7,Ab,"68,70,73,70,68,66,63,58,56,63,56",2
571,6,5,1,Ebmaj7,C7,Db7,"63,55,58,60,62,65,62,63",2
572,6,6,1,G-7,F-7,Db7,"67,66,68,67,66,67,74,67",2
573,6,6,3,C7,C7,C7,"68,67,65,64,67,70,73,72,71,72,78,77,76",2
574,6,7,1,F-7,F-7,F-7,"65,65,68,72,67,70,67",2
575,6,8,1,F-7,Bb7,Db7,"68,65,65,59,60,62,60,59,60,59,60,67",2
576,6,9,1,Ab-7,Bb7,Db7,"65,64,65,69,70,69,68",2
577,6,10,1,Db7,Db7,Db7,"66,65,66,65,63,70,72,70,68",2
578,6,11,1,Eb,Bb-7,C7,"70,68,70,66,67",2
579,6,11,3,C-7,F-7,Db7,"70,72,74",2
580,6,12,1,G-7,F-7,F7,"70,72,74,77,74",2
581,6,12,3,C7,C7,C7,"84,78,79",2
582,6,13,1,F-7,F-7,F-7,"78,77,77,75,72,66,65,63,60,63",2
583,6,14,1,Bb7,Bb7,Db7,"58,60,62,58,63,65,70,65,70,68,73,69,70,66,62",2
584,6,15,1,Eb7,Eb-7,Ebmaj7,"58,65,63,63,60,63,67,72,70,70,73",2
585,6,16,1,Ab7,Ab7,Abmaj7,"70,68,66,68,66,68,69,68,66,63,61,63",2
586,6,17,1,Eb7,Db7,Db7,"61,63,61,63,67",2
587,6,18,1,Ab7,Ab7,Abmaj7,"58,51,54,56,54,56,54,56,58,56",2
588,6,19,1,Eb7,Db7,Db7,"53,55,58,63,61",2
589,6,20,1,Ab7,Ab7,Abmaj7,"63,66,63,66,63,58,61,63,63,66,60",2
590,6,21,1,Eb7,Db7,Db7,"61,63,61,63,61,63,72,70",2
591,6,22,1,Ab7,Ab7,B7,"63,63,64,63,60,63,66,68,70,66,63,60,68,72,70,66,68,70",2
592,6,23,1,Eb7,Db7,Db7,"68,66,67,63,58,63,64,63,58,60,62,60,58,63,64,63,58,60,63,60,58,63,64,60",2
593,6,24,1,Ab7,Ab7,B7,"63,64,63,60,63,65,63,64,63,60,63,66,63,64,63,60,63,65,63,64,63,60,63,66,68,72,68,66,68,72,68,66,68,72",2
594,6,25,1,Eb7,Db7,Db7,"68,66,68,72,68,66,67,75",2
595,6,26,1,Ab7,Ab7,B7,"77,87,87",2
596,6,27,1,Eb7,Eb7,Db7,"80,78,77,75,77,78,77,75",2
597,6,28,1,Ab7,Ab7,C7,"73,72,71,70,68,66",2
598,6,29,1,Eb7,Eb7,Db7,"63,66,67,70,72,70,75,63",2
599,6,30,1,Ab7,Ab7,C7,"63,66,68,66,68,66,65,64,63,70,68,70,68",2
600,6,31,1,Eb7,Eb7,Db7,"66,67,68,66,67,63,58,57,56,60,59,58,51,56",2
601,6,32,1,Ab7,Ab7,B7,"58,60,63,63,63,65,66,68,67,69,70,66,67,70",2
602,6,33,1,Eb7,Eb7,Db7,"73,70,72,73,70,68,70,68,66,68,66,63,61,63,61,63,58,56,58,56,54,51",2
603,6,34,1,Ab7,Ab7,B7,"54,56,63",2
604,6,35,1,Eb7,Eb7,Db7,"61,63,58,61,63,58,61,63,61,63,61,63",2
605,6,36,1,Ab7,Ab7,B7,"56,60,63,60,63,60",2
606,6,37,1,Eb7,Eb7,Db7,"63,64,63,60,63,67,70,67,60,63,63,64,63,60,63,66,63",2
607,6,38,1,Ab7,Ab7,B7,"68,66,68,66,68,66,68,70,66,66,65,66,63,62,61,58,56",2
608,6,39,1,Eb7,Eb7,Db7,"58,56,55,58,63,58,61,65,64,62,63,58,60,63,66,67,73",2
609,6,40,1,Ab7,Ab7,B7,"72,73,72,70,69,68,70,68,66,63,58,57,56,61,59,61,59,58,56,55,55,60",2
610,6,41,1,Eb7,Eb7,Db7,"58,63,61,63,59,61,63,58,61,63,63,66,68,63,66,68",2
611,6,42,1,Ab7,Ab7,B7,"70,68,66,68,70,68,66,68,70,68,66,63,63,66,68,70,68,66,63,66,68,70,68,66,63,66,68,70,68,66",2
612,6,43,1,Eb7,Eb7,Db7,"63,67,63,61,63,67,68,63,61,63,67,68,67,63,61",2
613,6,44,1,Ab7,Ab7,B7,"63,61,63,67,68,67,63,61,60,55,53,51,49,51,58,63,66,67,70",2
614,6,45,1,Eb7,Eb7,Db7,"75,79",2
615,6,46,1,Ab7,Ab7,C7,"75,73,75,78,75,71",2
616,6,47,1,Eb7,Eb7,Db7,"73,72,73,72,70,72,70,68,67,63,60,63,61,63,61,58,56,54,51",2
617,6,48,1,Ab7,Ab7,Ab7,"58,58,60,63,66,68,70,68,66,63,60,63",2
618,6,49,1,Eb7,Eb7,Db7,"63,64,67,68,70,70,68,70",2
619,6,50,1,Ab7,Ab7,F6,"68,63,63,60,63,66,68,70,63,60",2
620,6,51,1,Eb7,Eb7,Db7,"63,67,65,63,61,58,58,61,63,61,63,58,61,63,58,61,63",2
621,6,52,1,Ab7,Ab7,Ab7,"66,68",2
622,6,53,1,Eb7,Eb7,Db7,"66,67,70,72,70,73,72,70,75,75,73,75,78,75",2
623,6,54,1,Ab7,Ab7,F6,"73,75,73,80,78,75,73,70",2
624,6,55,1,Eb7,Eb7,Db7,"69,70,69,63,68,70,66,67,63,61,63,58,61,63,66,68",2
625,6,56,1,Ab7,Ab7,F6,"66,63,58,61,63,58,57,55,56,60,63,66,65",2
626,6,57,1,Eb7,Eb7,Db7,"63,60,63,66,67,63",2
627,6,58,1,Ab7,Ab7,F6,"68,63,68,72,73,72,68,70,72,70,67,68,66,63,70,72,75",2
628,6,59,1,Eb7,Eb7,Db7,"70,72,70,69,72,70,67,63,70,72,70,69,72,73,72,69,70",2
629,6,60,1,Ab7,Ab7,Ab7,"70,72,70,68,72,70,68,66,70,72,70,68,72,73,72,70,73,70,72,70,68,72,70,68,66",2
630,6,61,1,Eb7,Eb7,Db7,"70,72,70,69,70,72,69,70,72,70,72,70,72,70,69,70,75,70,69,70,72,70,72,70,66",2
631,6,62,1,Ab7,Ab7,Ab7,"68,66,68,66,68,66,70,63,63,65,67,63",2
632,6,63,1,Eb7,Eb7,Db7,"63,63,62,63,63",2
633,6,64,1,Ab7,Ab7,B7,"63,63,63,63,63,63,63,63,66",2
634,6,65,1,Eb7,Eb7,Db,"63,61,63,58,58,59,61,63,66,63,61",2
635,6,66,1,Ab7,Ab7,Ab7,"61,63,66,68,66,63,58,61,63,61,63,61,63,66,68,70,68,70,68,66,63",2
636,6,67,1,Eb7,Eb7,Db7,"61,63,61,63,66,68,70,68,70,68,66,63,61,63,61,63,61,63,66,63,66,68,66,63",2
637,6,68,1,Ab7,Ab7,Ab7,"61,63,61,63,61,63,66,63,66,68,63,66,63,66,68,66,68,69,66,69,68",2
638,6,69,1,Eb7,Eb7,Db7,"70,68,70",2
639,6,70,1,Ab7,Ab7,B7,"68,70,69,68,66,63",2
640,6,71,1,Eb7,Eb7,Db,"61,58,56,54,51,53,55,58,63,58",2
641,6,72,1,Ab7,Ab7,Ab7,"61,63,58,56,54,51,51,49",2
642,6,73,1,Eb7,Eb7,Db,51,2
643,7,2,1,F-7,Cmaj7,Bb-7,"53,54,57",3
644,7,2,3,Bb7,Bb7,Bb-7,"60,63,60,61",3
645,7,3,1,Eb7,Ebmaj7,Eb-7,"63,65,61,58",3
646,7,4,1,Eb7,Abmaj7,Abmaj7,"64,65",3
647,7,5,1,Eb-7,Abmaj7,Abmaj7,"56,58,61,63,65,61,63",3
648,7,6,1,F7,Ab7,Ab7,"65,68",3
649,7,6,2,Bb7,Bb-7,Ab7,,3
650,7,6,3,Eb7,Eb7,Eb7,,3
651,7,6,4,Ab7,Abmaj7,Ab7,"61,63,58",3
652,7,7,1,Db6,Db7,Db,61,3
653,7,7,3,Bb-7,Gb7,Bb7,"71,73,68,65,60",3
654,7,8,1,Eb-7,Eb7,Eb7,"61,58,66,61,58,54",3
655,7,8,3,Ab7,F7,Ab7,"53,56,52,56,51",3
656,7,9,1,Dbmaj7,Db7,Dbmaj7,"55,56,60,61,67,69,68,65,60",3
657,7,10,1,Bb-7,Gb7,Bb-7,"58,59,60,63,65,66,72,69,70,65,61,58,56,57,56,54,63,65,61",3
658,7,11,1,Eb7,Eb7,Eb7,"55,63,65,64,61,59,55,56,65,63,61,59,56,57,63,65,63,59,58,57,58",3
659,7,12,1,Eb7,Abmaj7,Bb-7,"60,61,65,69,70,71,72,70,65,61,67,69,67,65,61,55",3
660,7,13,1,Eb-7,Abmaj7,Ab7,"54,60,63,58,65,63,58,61,65",3
661,7,14,1,F7,Ab7,Ab7,"68,66,65,63",3
662,7,14,2,Bb7,Bb-7,Bb-7,"62,59,58,56",3
663,7,14,3,Eb7,Eb7,Eb-7,"55,58,61,62,64",3
664,7,14,4,Ab7,Abmaj7,Ab7,"56,58,61",3
665,7,15,1,Db6,Db7,D-7,"66,68,66,65,63,64,63,61,57",3
666,7,16,1,G7,Bb7,Db7,"56,58,61,58,59,60,63,66,69,70,69,68,67",3
667,7,17,1,Gbmaj7,C-7,C7,"66,63,65,68,70,68,66,68,70",3
668,7,18,1,F#maj7,F7,Abmaj7,"68,66,65,63",3
669,7,19,1,Gb-6,F7,Abmaj7,"58,61,63,65,66,68,66,73,69,68,70,68,66,61,57",3
670,7,20,1,B7,F7,B7,"59,66,65,63,54",3
671,7,21,1,Dbmaj7,Cmaj7,Bb7,"57,60,61",3
672,7,21,3,B7,Cmaj7,F7,"60,61,60,61,60,61,64,65",3
673,7,22,1,F-7,Cmaj7,Bb7,"68,71,72,68,63,60,68,70,68,62",3
674,7,22,3,Bb7,Bb7,Bb7,"57,58,62,65",3
675,7,23,1,Eb-7,Ebmaj7,Eb-7,"68,70,68,66,73,70,66,65,61,58,65,66,68,64,61,63",3
676,7,24,1,Ab7,Bb7,Ab7,"55,59,63,69,63,59,57,56,66,68,65,60",3
677,7,25,1,Dbmaj7,G7,Eb-,"54,55,56,60,61,64,65,67,68,70,66,61,58",3
678,7,26,1,Bb-7,Gb7,F7,"67,68,65,61,58,65,66,65,61,58,57,58,59,60,57,58,53,54,55,56,53,54",3
679,7,27,1,Eb7,Eb7,Eb7,"55,58,61,64,65,58,61,65,58",3
680,7,28,1,Eb7,Abmaj7,Ab7,"58,61,65,69,72,70,77,73,69,70,71,72,70,65,61,58,56",3
681,7,29,1,Eb-7,Abmaj7,Eb7,"55,54,61,63,58,64,65,66,67,68,63",3
682,7,30,1,F7,Ab7,Ab7,"65,63",3
683,7,30,2,Bb7,Bb-7,Bb-7,"60,61,62,70,68,70,68",3
684,7,30,3,Eb7,Ebmaj7,Eb-7,"65,67,73,77",3
685,7,30,4,Ab7,Abmaj7,Ab7,"75,72,69,66",3
686,7,31,1,Db6,G7,Eb7,"65,72,73,68,65,61,58,57,56",3
687,7,32,1,Eb-7,G7,Db7,"54,55,56,58,59,63,66,65,67",3
688,7,32,3,Ab7,F7,Ab7,"69,72,70,68,66,63,65,68,61,59",3
689,7,33,1,Gbmaj7,G7,Db6,"58,57,58,61,65,64,66,70,73,77,73,70,66,61,60,58,57,56,55,54,58,53,51,50,49,61,63,65",3
690,7,35,1,Gb-6,F7,F-7,"66,68,70,68,66,68,70,68,66,73,68,61,61,68,70,68,66",3
691,7,36,1,B7,F7,B7,"68,70,68,66,72,73,68,61,61,68,70,68,66,72,73,68,61,67,68",3
692,7,37,1,Dbmaj7,Cmaj7,Bb7,"66,61,56",3
693,7,37,3,B7,Cmaj7,B7,"54,55,56,60,61,65,67,68",3
694,7,38,1,F-7,Cmaj7,Emaj7,"70,71,72,68,63,60,61,62,69,70",3
695,7,38,3,Bb7,Bb7,Bb7,"67,68,65,62,58,56",3
696,7,39,1,Eb-7,Ebmaj7,Eb7,"53,54,58,61,64,65,61,58,61,64,65",3
697,7,40,1,Ab7,Ab7,Ab7,"55,59,63,64,65,61,57,55,56,66,68,66,58,64,65,64,63,62",3
698,7,41,1,Dbmaj7,G7,Db6,"61,54,55,56,67,70,68",3
699,7,42,1,Bb-7,Cmaj7,Ab-7,"56,57,59,62,64,66,65,63,60,61,63,65,61",3
700,7,43,1,Eb7,Eb7,Eb7,"58,62,65,58,61,65,58,61",3
701,7,44,1,Eb7,Abmaj7,Bb-7,"65,58,61,65,58,61",3
702,7,45,1,Eb-7,Abmaj7,Ab,"58,61,65,64,63,61,63,61,58,61,58",3
703,7,46,1,F7,Ab7,Ab7,"64,66,67,68,66",3
704,7,46,2,Bb7,Bb-7,Bb-7,"65,63,60,61",3
705,7,46,3,Eb7,Ebmaj7,Eb-7,"62,68,70,68,65",3
706,7,46,4,Ab7,Abmaj7,Ab7,"61,62,56,53,54",3
707,7,47,1,Eb-7,G7,Db6,"55,58,61,60,64",3
708,7,47,3,Ab7,F7,Ab7,"56,57,58,65,60,63",3
709,7,48,1,Dbmaj7,G7,Db6,61,3
710,8,1,1,Cmaj7,G7,F#m7b5,"64,59,62,61,60,64,67",1
711,8,2,1,E-7,C-7,D-7,"69,71,72,69,70,68,70,68,66,62",1
712,8,2,3,A7,A7,A7,"60,59,58,56,60,56",1
713,8,3,1,D-7,Dmaj7,D-7,"55,54,60,57",1
714,8,3,3,G7,G7,G7,"55,59,55",1
715,8,4,1,Cmaj7,Cmaj7,Cmaj7,"52,52,51,52,57",1
716,8,5,1,Cmaj7,A-7,A-7,"55,57,59,62,60,64,67,69,71,74,73,72,69,70",1
717,8,6,1,E-7,D-7,C-7,69,1
718,8,6,3,A7,A7,A7,"70,72,70,67,68,69,64",1
719,8,7,1,D-7,D-7,D-7,"67,66,64,60,57,62,61,64",1
720,8,8,1,G7,G7,G7,"67,62,63,64,67",1
721,8,9,1,C7,Cmaj7,Cmaj7,"69,72,74,72,69,70,74,69,67,62,65,64,63,62,57",1
722,8,11,1,F7,F7,F7,"60,65,63,67,64,65,69,72,74,72",1
723,8,12,1,Bb7,E7,Bb7,"74,75,72,74,67,68,70,71,72,68,65,64",1
724,8,13,1,Cmaj7,A-7,Cmaj7,"67,64,55,62,60",1
725,8,14,1,E-7,A-7,Bb-7,"68,70,68,62,67",1
726,8,14,3,A7,A7,A7,64,1
727,8,15,1,D-7,D-7,E-7,"71,69,57,65",1
728,8,15,3,G7,G7,G7,"64,55",1
729,8,16,1,Cmaj7,Cmaj7,Cmaj7,"62,60,63,64,67,69,73,74,72",1
730,8,17,1,Cmaj7,A-7,C-7,"67,64,60,62,60,57,62,60,60,62,60,59",1
731,8,18,1,E-7,D-7,C-7,"58,57,56,68,65,62",1
732,8,18,3,A7,A7,A7,"61,69,67",1
733,8,19,1,D-7,D-7,D-7,"66,74,72",1
734,8,19,3,G7,G7,G7,"71,79,77",1
735,8,20,1,Cmaj7,Cmaj7,Cmaj7,"76,67,76,79",1
736,8,21,1,Cmaj7,A-7,Ebdim,"84,79,75,76,72,67,64,61,60,58,57",1
737,8,22,1,E-7,D-7,C-7,"60,55,54,53,52,51,50",1
738,8,22,3,A7,A7,A7,"58,56,57,69,68",1
739,8,23,1,D-7,D-7,D-7,"67,66,71,70,69,64,60,57",1
740,8,24,1,G7,G7,G7,"62,60,64,67,69,67",1
741,8,25,1,C7,Cmaj7,Cmaj7,"72,74,72,81,74,75,72,66,70,72,71,69,72,70,67,64",1
742,8,27,1,F7,F7,F7,"60,59,58,56,60,67,64,65,69,72,76,79,74,77,76",1
743,8,28,1,Bb7,E7,Bb7,"72,68,74,72,68,62,60,59,58,57,56,55,64",1
744,8,29,1,Cmaj7,A-7,Cmaj7,"55,52,59,60,64,67,69",1
745,8,30,1,E-7,A-7,E-7,"68,71,70,71,70,71",1
746,8,30,3,A7,A7,A7,"70,64,69,71",1
747,8,31,1,D-7,D-7,D-7,"72,69,63,62,60",1
748,8,31,3,G7,G7,G7,"62,57,60",1
749,8,32,1,Cmaj7,Cmaj7,Cmaj7,"69,63,57,60,69,63",1
750,8,33,1,Cmaj7,A-7,A-7,"57,60,69,63",1
751,8,34,1,E-7,D-7,C-7,"57,60",1
752,8,34,3,A7,A7,A7,"69,63",1
753,8,35,1,D-7,D-7,D-7,"57,60,59,57",1
754,8,35,3,G7,G7,G7,"69,62,57",1
755,8,36,1,Cmaj7,Cmaj7,Cmaj7,"60,59,60,62,67,71,74,71,67,64",1
756,8,37,1,Cmaj7,A-7,C-7,"60,58,55,50,57,64,60,55,64,53",1
757,8,38,1,E-7,D-7,C-7,"58,62,65,70,74",1
758,8,38,3,A7,A7,A7,"79,80,80,81,69",1
759,8,39,1,D-7,D-7,D-7,"71,72,68,71,69,64,66,64,60",1
760,8,40,1,G7,G7,G7,"62,59,62,65,64,67,71",1
761,8,41,1,C7,Cmaj7,Cmaj7,"74,72,74,72,69,70,62,66,69,62,54,57,54,57,62,58,62,65,66,70,66,70,74,70,74,78,78,79",1
762,8,43,1,F7,F7,F7,"76,72,68,70,71,72,69,64,60,58,56,55,56,59,63,67",1
763,8,44,1,Bb7,E7,A-,"65,62,56,63,64,59",1
764,8,45,1,Cmaj7,A-7,Cmaj7,"62,60,71,68,69,64,67,64,60,59",1
765,8,46,1,E-7,A-7,E-7,"58,57,56",1
766,8,46,3,A7,A7,A7,"63,64,57",1
767,8,47,1,D-7,D-7,D-7,"62,64,57",1
768,8,47,3,G7,G7,G7,"61,63,57,60,62",1
769,8,48,1,Cmaj7,Cmaj7,Cmaj7,"60,60,62,60,59,60,69,65,62,59",1
770,8,49,1,Cmaj7,A-7,C-7,"64,60",1
